External_ID,contents
rec_10_audio_13,"প্রধান প্রায়রিটি-উমায়ানবাসারের সবচেয়ে বেশিবাল লাগে আমার অপেক্ষা-বইটা, অপেক্ষা-এই উপন্যাষ্টা-উমায়ানবাসারের সবচেয়ে বেশিবাল লাগে-এর ফরে ঐউইসাগিয়া-জাফরিক বইইকবালসারেরের বইভিন্ন সানসফিকশন।"
rec_10_audio_14,"তারপরে, সবচেয়ে বেশি বাল্লাকে আমার উপন্যাসীরা যেকোন উদ্ধোরণের যেকোন রাইটারের ওপন্যা সবসময়ে বেশি বাল্লাকে আমার।"
rec_10_audio_15,"সবশেষে জীবনের যে একটা লোক্ষ হুঁইতে গেলে আমার উদ্যোক্তা হোয়ার ইস্টা, উদ্যোক্তা হোয়ে আমি দেশের জন্য কিছু করতম মানুষের কর্মসংস্থান সৃষ্টি করতম, এইগুলা নিয়ে আমার সবচেই বেশি আরকি। ঐ আরকি।"
rec_10_audio_2,"অনেক বালা গেছে, স্কুল লাইফের হতামানুহিল, হনো অনেক মিশ করি, স্কুল লাইফ বিশেষকূহীরা বিভিন্ন ক্ষার্যক্রম আছে স্কুলের, এই তার মধ্যে অংশগ্রহণ করা স্যাবার সাথে কন্ধুবান্ধ বেল লগে একসাথে স্ক্রহেন।"
rec_10_audio_3,"স্কুল্লাই, শব মিলায়া অনেক ভালাই খাটসে। আমার ফরালেখানীয়া খোস্তা কুটে গেলে যখনত যা হয়েছে, মন্যন্ত কিছু না হয়লেও শব মিলায়া আল্লাহ্ব মতে সুক্রিয়া।"
rec_10_audio_4,"পরবর্তীতে যাতে ভালা কর্তাম্পাড়ি, উপলার লেখার অবস্থা আছে মোটো মুটো ভালোই। আমার কলেজ নিয়া ক্ষয়তে গেলে কলেজের স্মৃতি খুব বেশি নাই, কলেজের বন্ধ-বন্ধবী খুব বেশি নাই, এজজন্য কলেজের স্থিয়েম।"
rec_10_audio_5,"খুব বেশি বলা যেহিতে সেনা, মার কলেজের যেখটে বন্ধুবান্দব আছে তারা মোটামুটি অনেক সাপরটি তারা সবসময়ে আমরাল লগে, একসাথে বিভিন্ন বিষয়ে আলালচনার ডিস্কাশন করি, বন্ধুবান্দবেল লগে, খনেম মোটামুটি বালা সম্পরক হস্যে।"
rec_10_audio_6,আমরা হবিগঞ্জের ধর্মীয় উৎসব মূলতঃ যে দুইটা ই দাছে ঐ দুইটা ইইদের মধ্যে সবচেয়ে বেশি আনন্দ হয়।পরিবারের অগল মানুষ একসাথে জমিয়া।
rec_10_audio_7,"একসাথে, আইয়া বিভিন্ন ধরনের অনুষ্ঠান হরি, হকলে মিল্লা, অনেক আনন্দহ করিবারের সবাই অনেকে অনেক জায়গা থাকা, ইইদ, উপলক্ষে বা বিভিন্ন অনুষ্ঠান মাফিল্টাফিল ওইলে।"
rec_10_audio_8,"সভায়ের কসাথে হয়, জন্য অনেক বেশি বাল্লাগে, ধর্মীয় অনুষ্ঠান মূলত ইত দুইটাওয়েই বেশি প্রাধান্য ফাইয়ার্কি, আমরা অভিগঞ্জ। অভিগঞ্জের খাউনদা-উন্নের নিয়া-খয়িতে গেলে আমরার ভাঁঁ মাঁঁ ক্রমাঁ ক্রমাঁ ক্রযেকমাই ক্রযেকমাই ক্রযকযেকয�"
rec_10_audio_9,ডাল বিভিন্ন সব জিয়ে আছে। ঐগুলা মূলত প্রধান খাবার প্রখহা যাই অভিগঞ্জের আর অভিগঞ্জের বিভিন্ন ধরণের মাছ বিশেষ্করিয়ে শিং মাছ মাগর মাছ।
rec_10_small_audio_0,"দেখাজাখ পরবর্তীতে, আল্টিমিটলে আমার ইচ্ছামেও অধ্যক্ষার দিকে ভুক্তা, মাকি ঐতাই।"
rec_11_audio_0,"আইচ্ছাতাই, আমার ফুটবল খেলানিয়া কিছু পতা হই, ফুটবল খেলা আমরা এলাকার মধ্যে সবসময়ই দেখা যায় ব্রাজিল, আর্জেন্টিনিয়া বিভিন্ন ধরণের যকরা জাতীয়, কারণ ওঁড়া সাপোর্ট করতে করতে এমনাবস্তা করা যায়।"
rec_11_audio_1,একসম্য বিদলের স্ট্রেটিস্ট্রিক্স-নিয়া টানাটানি এইশেক ধরনের বিভিন্ন ধরনের যোগ্রা হয়।া মার সবচেয়ে বেশি মনে ফরেঁজে বিষয়টানিয়া আমরার খেলার ব্রাজিল আর্জেনটিনার।
rec_11_audio_10,"প্রাজিল আর্জেন্টিনি এর নিয়া শতম ম্যাক্রা মারামারি নোতন একটা অবস্থাত সৃষ্টি হয়েছিল।এ আর গিয়েছিল আর ক্রিকেটের নিয়ে হয়েছিলিয়া,যাশেজিয়া,যার সবসময়ে বাংলাদেশের খেলা দেখম আমালাগে একাঁই ইদের দিনের নাঙ্যবার্য।"
rec_11_audio_11,"ঐদিনে যে অনুষ্ঠান মূল্যা রমানে যে উর্কসব, আমরাকোর্টাম, সবাই মিল্লা, পণ্টুম আন্দোবরা মিল্লা, ইটার মোজাই আলাদা, বিশেষ্কুটা এখনত আর বাড়িতে থাকা হয়না, বাড়িতা নাতায় পেড়ে গিয়ে দেখাজয় একলাযকলাই মোবাইল বৈইই ভয়েই খেলেই।"
rec_11_audio_12,"আর আগের মতো এত আনন্দ হয়না।তবে আমর খাছে লাগে যে ক্রিকেট খেলা, বাংলাদেশের খেলা ওইলে, যে আনন্দ আমী ফাই বা যে মজা যে উত্তেজন আমর খাছে লাগে, আর কোনও খাছ বা অবসর টাইমে যেই কাছ গোলা পড়ি ঐ হবইগলা চেযেই এটা আমা সবচচে বেই ববাসে ববা পলই পলা�"
rec_11_audio_13,"ছোটবেলার থেকে বাংলাদেশে সাব্য করি, বাংলাদেশের মধ্যে জেফ প্লেয়ার বলা খেলে এড়ার ক্ষেত্রে দেখা যায়। হোরারে, অনেক পছন্দ ভরী, বিশেষকিরা ছাকিব আলাচা নামার।"
rec_11_audio_14,"যা, সবচেয়ে সভার্থিক আপ্লীয় খেলোয়াড়।তো বাংলাদেশের একটা খেলার আমার সবচেয়ে বেশি যাটা মনে পড়ে, নিদেনে আশ্রাভির মধ্যে একটা খেলা উইছিল।"
rec_11_audio_15,"পরিখেলার মধ্যে বাংলাদেশ শ্রীলঙ্কার একা ম্যাচয়ে ছিল এই ম্যাচের উত্তেজনারা ছিল এই উত্তাজনারা এখন তিন বছর সাইর বলে করে যে ঐতিদেন কিয়েছিল, সভাই মিল্লাখ হত উত্তেজনার ভিতরে দেখে এসলাম।"
rec_11_audio_16,"এ, এসব জিনিস এখন বাবলে খনও কেমন বুকের ব্যতার তাঁচেবে মানে একটা উত্তেযান্য ফিল হরি।তো ঐদিন বাংলাদেশে যেছিল।"
rec_11_audio_17,"আমরা অনেক আনন্দহ করছিলেন, বাহমুদ্ল্লাহ জিতাই ছিলো লাশটে বলে সবকামাহিকা, তো অনেক মজাদার একটা সৃতৃক।"
rec_11_audio_18,সাত্রলীগের নেতা পর্যায়ের মানুষ ভাটা।
rec_11_audio_19,"একজি একদিন আমরা ক্লাসের মধ্যে বিক্ষাকেশ আমরা ক্লাসের ক্লাস্থলা খালিন সময়ের বিদ্রে হরাদপিড়া ছারের না জিকায় ওই ছারের কুস্তা না জিকায়যা, ছারেকুস্তা না হইয়, ক্লাসের বিদ্রে বিকিয্যা কেশড়ী।"
rec_11_audio_2,"নিয়া ঝকরা হয়েছিল একবার আমরা এলাকারমদ দেন, তই সময়ে একটা ব্যাপার ঘটছিল, আমরার দিয়াজার আটারোশালের ফুটবল বিশ্বকাপের মাই যে কোয়াটার ফাইনালের আগে দিয়ে মনে হয়ামার মনেনাই বালাহরীরা।"
rec_11_audio_20,ভিজ্ঞাসাীরা আমরা ওদের দলে যোগ দেয়ার জন্য কিছু আলাভালো জনা করছে ওদের দলের কিছু খাঁর যক্ষম সম্পর্কে আমরা জানা ইছেন।ও একটো ফরেফরে কলিম মোবাইল দেখতে আছে।
rec_11_audio_21,"হলে এখলে মোবাইল চেপ করে, মোবাইল চেপ করে, মনে ভিত্তাসে যে আমরা বুঝাই তেছে যে তার অনেক ব্যস্ত আছে, তার বিবন মাসছে ফন্টন কেছে নাই, কিন্তু ফন ছাড়াও, মনিলিলিল কমন কেছে, কনিত্বিযৎভাবেযেযেযেযেযেযেযেযেযেযেযেযেযেযেযেযেযেযেযে�"
rec_11_audio_22,"হুদাই খানের মধ্যে ফুন লাগে রাখসে, কিন্তু আসলে কেউ পণ্ডি সেনার, এটা ম্রাগে ভূজাইতা চেষেই অনেক বিজি মানুষ, ব্যস্ত মানুষ, এটিটা দৈক দৈক সেকেশি আমীজ দেখায় চিছে, হেঁপেটা অনেক স্প্রেশল একটি মানুষ।"
rec_11_audio_23,"তারপরে ইটা নিয়ামীয় আবার মানে বাড়িতায় এবং আলোচনা করেছেন অনেক ম্যানসের সাথে, ইটা নিয়নের আশো আজয়ে করেছেন।"
rec_11_audio_24,যে পারফরম্যান্স-টা ঐ পারফরম্যান্স গোলাতে খুব বেশি একটা অংশটাংশ নেওয়া হয়েছেন আহি কলেজ লাইফটা আসলে একটো অন্য হম্বাবে খাটসাই অম্যাত।
rec_11_audio_3,"ঐ সময়টাতে ব্রাজিলার কোস্টারিকার একটা ম্যাচা ছিল, আমরা এলাকার ময়জে আমরা শবাই মিল্লে দেখতেছিলেন, আরো অনেক বন্ধুবান্ধব সবাই মিল্লে একসাথে বইয়া খেলা দেখতাম।"
rec_11_audio_4,"তো একদিন ব্রাজিলার অ্যান্টিনার ব্রাজিলার কোস্টারিকাটিকে মেচা ছিল, আমার খুব বালা হুড়ে মনে আছে, লবি এজারা টার্কারে চালে, রওই মেচতাতে, খুব হাটডিলারাই হয়তে ছিল, বলা যায় বলা নাগিলেও, তব্বে কোস্টারিকা কোস্টারিকা কোস্যবারয্যবারয্য"
rec_11_audio_5,"গোল না যাতে দেওয়া যায় সবসম ওড়া ডি-বক্সের ভিতরে দেখা যাতে অনেক প্লেয়ার একসাথে থাকছিল।বারা গোল যাতে না-খায় ওই ম্যান্ডালিটি নিয়া মাড়ের মধ্যে নামসে, এরফারে দেখায় যেয় ম্যাচের নির্দারিত নভ্য-নির্দারিত পর্য বন্যবনত করবাচাক�"
rec_11_audio_6,"তার ফরে দাহ, যে একস্ট্রাথ ছয়মিনির দিছিল, ঐ ছয়মিনির সময়, দেখাছিল, ছয়মিনির ভিতরে নীমারে দুইটা গোল দেলাইছিল, ঐ গোল দেখাছিল, আমরা সভায় মিল্লায়, এত আনন্দকরসি, এত উল্লাস, এত মিছিল পারতা ছিলেম।"
rec_11_audio_7,"মিসিল করতে করতে, একটা সময় আমরা গেছিকা, আমরা প্রতিপক্ষ সাফুর্টার যেঁরা আছিল, আর্জেন্টিনা দলের সাফুর্লটার এরককজন বাড়িষের বাড়িষ্ঠব দাড়ে যাওয়ার পর দেখজ আমরাজহ হন মিসিল দিতাছিলাম।"
rec_11_audio_8,মিছিল দেওয়ার একটা পর্যায়েরিয়া ওদের এলাকার কিছু মানু ওদের বাইরিয়াশাপাশির কেশু কেশু আর্জেন্টিনা সাপোর্টারের মানুষজন বাইরওয়ে আশাইরা হলা হচ্ছে গিয়া।
rec_11_audio_9,"আমরার সাথে জগ্রা বিবাদের একটা অবস্থা তৈরী হয়েছিল, তারপর এলাকার মুভি জারা আছিল, এরা সবাই মিলা, আটকায়া, বিষয়টার, একটা মীমা ক্সার, মীমাংশা হয়ে দিয়া একটা সৌন্ধরমতন সবাইরে মিলায়া দিছিল, এটা আমাদের এলাখার করার করার করার করার করারযেকাপেকর�"
rec_12_audio_0,খ্রান্ড খোতর শুরুবেলা ক্রীড়হ্ম আছিল ক্রীড়হোম চলে অন্ধীর খাল।
rec_12_audio_1,"দুষ্টামী হয়তাম, মানুষে গেছে, আম ফার্থাম, যাম ফার্থাম, এগুলোই ক্রীড়া খাটলো আরেকে দীন, আর বিষ্টির দিন আসলেত শেষ, ফুটবল নিয়া দুরাদুরী হরতাম, বিশেষ করে ফুটবল খেলি একটি।"
rec_12_audio_10,"যেতু সাজটি আইয়েফর সি হন যানোদের পড়াশোনাটা শেষ ক্রৈরিয়া তারপর জাইম্মওয়ার্কী, আমরা ছিনি তাছেন বাহিরিয়া যাওয়ার এখন শুধু সময়রফ এক্যা আর কিছু করার নাইক।"
rec_12_audio_11,"কেলা দূলা বলতে এটা তো বলেমি, সুটু থাকতে থেকেই কেলা দূলার প্রতী একটু ভালোলাগা কাজ করতো সুটুপ থেকেই ফুটবল খেলতায়।ায়ায় অ্যালাখার মধ্য নিয়োহিত নামি দেখতে খাট্য ছিলাম সুটুটু আমারে এলাখার মধ্য খেলায় নিয়েহিত হয়েন কেশেন।"
rec_12_audio_12,"তো আমি খান্না খাটি শুরু খরিয়া দোলাই যে আমারে না নিলেন, তো হটা তেকদুন খান্না খাটি কৈরিয়া কেলার দৌটুটি ও বাইয়ারের কোরিয়া ইসলাম।এরপর থেকে আর আমারে মানে এরআ সুটু ইসিতি পেয়সে আমার ফত্যকিন খেলা নিত।একটিকে আরকি আরকে আরকে করকরণ করকরণ "
rec_12_audio_13,অনুদ্র ডাকাঁ- সরী- হবিগঞ্জ জেলার মোদে খেলছি- অনুদ্র শত্লো- টিমেতো অনুদ্র শত্লো-টিমে খেলার সময়ে- ডাকা- আরাম-বাগ্রিয়া- চোকরম্য আমরা দুজন ডাকপা ইসলামে- হনস্বীয়ে খেলতাস একটাসেলিখালিখালসায় আরামি-কেলপরিক- পড়াশোনা-রবাপ্যবাপ্যবাপ�
rec_12_audio_14,"পিন্যান্সিয়াল সংস্যা ছিল, তারা জন্য পড়াশোনার জন্য আর কেলাগিকে মুখ করি নেয়, এটা ফিউচরের তে বালো ছিল না, সাঁস্টে আসলাহ পড়াশোনা করতে ছিল, তোই কেলা দূলা মাঝে মধ্যে এটা পারটকাইমে এএএসে এআসে হযেয়ার ফুটবল ফুটবল কেশাসে আইশেইশীই কবা"
rec_12_audio_15,"কোচাকোচিক হয়েছি, যে ফুটবল খেলা কুঞ্জাকার মধ্য, কিউ ভাবে শাস্টের মধ্যে ফুটবল খেলতে ফেরমু, সিনোর্দ্ার কাশে থেকে শোনছিলাম যে শাস্টনাকি শাস্ট ফুটবলটি মাছে যে বাসাই হবে, তো বাসাইর মধে আমিত ওয়ানন কিউড়ে কিউড়েও বইলঃল্প কেকেইইই ক"
rec_12_audio_16,"এদিন গেসি মাঠের মধ্যে, আমিয়া নর্মালি গেসি গিয়ে বাছাই দিছি। আমিয়ে দৈরীন ইসলাম আমি চিকটান্তা কারণ, এজয়ের মতো সবাই সিনিয়র ছিল আমি ইসিলা মহাননের। আমি দৈরিদৈরিন �অন্যামি আমি এসারা দিয়েই বাছায়ের যদেড়ীকে এটিটি টিটিটি কমগ্যবাম্য।ে�"
rec_12_audio_17,"তারপর বাসার মধ্যে টিকা গেলাম শবাই, মানে এয়ার পরতে কেশ শবাই ছিল্ল, ডিপার্টমেন্ট্রের অনেক সিনিয়র এখনে আছে যে আমি ছিনি নায়, তারা মারে ছিনি গেলার মধ্যে একত্ব ঢাকা গিয়ে খেলচি, চ্চাচট ফুটবল টিমেন হয়ে, যেমেখে করেখেম করেখেখেখেখ�"
rec_12_audio_18,পটোকালী উড়ে খেলচে আর কে টুরোনামেন্ট ও সাস্টে ফুটবলী ও দুইটু টুরোনামেন্ট খেলচে হন নেক্সটাইম জামোয়ারি-থেকেনবাপে প্রাপে-প্রাপে হয়ত হয়তে পারে যাওয়াহ হয়তে কেকে।ও আমার খুবই বাল লাগে সাস্ট ফুড্ডল টিমে কেলান ফরি ফরি সৈচচাছে�
rec_12_audio_19,ওই একটি।াতে আখন বার সিটি লাইফ লিয়েওহ।বার সিটি লাইফ এটা একটা মোহ বাই। আগে কীরোহেম মনোধর ছিলেন যে বার সিটি লাইফ কীরাহেম মনোধর ছিলেন সবাই বলত যে গাল ফেন নাকিয়েও অভাব বেহিত তলা।
rec_12_audio_2,"সুটি কেই মেন উত্তা পারতে, গাছ উত্তা পারতে, হেয়ে, যা তাঁর হো একটা সৃতীয় হো, কৃষিতি হোইতে, একদিন ইসলাম অনেক বিষ্ঠি তূফান হিতেছে, তব্রেন্ডারা মিলেগেসি যে, আম।"
rec_12_audio_20,"মানের মেয়ে গালফেন্ট উইত না, বার সিটি তুটির গালফেন্ট ফাবাজীব্য, মানে রিলেশন করা যেবও ফরাসনা নাই, কোনও ফরাসনা নাই, এখন দেখা যেতা যে ফরাসনার জন্য কোনো দিক দ্বারতা হয়তা হয়তে করতে ভবিশে আছে।"
rec_12_audio_21,"কেলাদোলার পাড়িরোটি দিয়া এটা ফামিলি হচ্ছানে কেলাদোলার পাড়িরোটি দিয়া কীতে নিয়ে ফরিয়ে আসিয়ে সপ্তিকে বোরস্কেম জেটা হিলো বার্সিটি লাইপিয়ে প্রেনশিপ, বার্সিটিলাইপিয়ে আসলেপ প্রেন ডেন না, যযাছসিল সভয়ার সম্যেপ করাম্যেপ কর"
rec_12_audio_22,"অনেক সিনিয়র্পাইসী বালক হয়েকজন সিনিয়র্পাইসী তাদের সাথে আসলে বৈশাখতা বলতে ও বালা লাগে।এ যে বায়েদা আমার ট্যান্টেস্ট কালকে, তারপরা একজন সিনিয়র্বায়ী আমারে বাইর্বেন যেকে, আমার একটার ট্বিশন ছিলামিটিশন ক্যান্সিড়িয়বায়েপ সাঁয�"
rec_12_audio_23,"রয়্গমজাতে আমার বেশ লুমতে অবশ্য জায়িতান্না, করণ মানুর শ্বার্থ করা মীর্যত জন্য বার্সি টিলেই খেয়ে কোনো প্রেনশিপ হয়না, ও বার্সি টিলাই ক্রিটেয়ার কে চলা বলছিলোকে পলাশনা নায় এক দুগণটা পড়লে ফরারতি পড়ীপেড়ী।"
rec_12_audio_24,"ওইরা পেশার নিয়া পরীক্ষার হলে গেয়া বুল্লা জেগে জায়াই লেখে দেই ওই একটা এবারিজ একটা মার্ক, এবারিজ স্টুয়েন্ট বিশ্ববিরে হনো আছে এট।"
rec_12_audio_25,গ্রাম এলাকা বলতে আমরার গ্রাম টৈল হোস শহরের নিদিকারকী শহরের ফাঁসি কোয়াই নদী শুধু মধ্যে আলাদা ফরিয়া দিসে যে গ্রাম আর এলাখাতে এটা বলতে শহরইর উপজাদায় কিন্তু দুইয়ে যাটারা শালে কবি একটা বয়ানক একটা সময়ছিল আমাদেক গ্রামের ক্রামের ক্�
rec_12_audio_26,"তো আমরাতো কোয়ে নদীর ফাঁসিই আমাদের এলাকাঠা, তো দেখা গেলস্লো অনেকদিকে বলতে সে যে ফানি বায় কে হয়ে যাবা কে ফানিটা ডুবাই নিবোহ, বন্না হোইব, বা ভাব বাইঙা যেব আমাদের এলাকাঠা ডুবাই নদীম সেরা।"
rec_12_audio_27,"তনে মিল্লিয়া বাট্টারে কি হোর্সিয়ার কি মাটিউটি দেব বস্তস্তা বিআমরা রকর্ষরে, তো এই জ্ঞাগার মধ্যে এলাকা বলতে এলাকার মানুষগুলো অনেক কি বালওছিল, এখনও বালও মাজযেমধ্যে বলিনা, খারাভ বলিনা এলাকার মানস বালই, কম্যবালীয্ব করেকর্য।"
rec_12_audio_28,"এলাখা এখনও নিস্কুলে, কয়েকদিন ধরেই ছিন্নতা সেই এলাখা যাইমগীয়া অনেক সূটো তাক্তি জিয়া জাগা জাগা মধ্যে, এলাখা য়েলাখা জিয়া জাগা জাগা ইসলামী, জাগা সবজাগা একটে গড়ে দেখুর অনেকদিন্দ্রের যাওয়াখযা না।যাখা আমাদের প্রায়ের প্রায়ের ক�"
rec_12_audio_29,"একটি ক্রীক্স জেস, যেন।"
rec_12_audio_3,"আম করাইতে এই জাকার মধ্যে গিয়া দেখি, আমার খালাই উনার বাশা তো বাড়িয়াভার সেমেন মাড়ি।তও, এই জাকার মধ্যে একটা আম গাছ ছিল, তো আম ফরে না। অনেক কষ্টে, জেওর তোফম দিলে ফরআম ফরে না।"
rec_12_audio_30,"আপরাইম্প্রিয় হনে, ভালো বলতে আমরার ভালো খারাফের মধ্যে কিন্তু সবচেয়ে ভালো আমাদের হবলঞ্জন মানুষ সময়ক এফটাকে সু-মানুষার কর্তৃহ সেনা, এএটি এর কে আর হবলঞ্জনের অনেকগুলো দর্শনীয় অস্থানা ছেড়ে জিজেকার মন্যার লেখাড়়ো।"
rec_12_audio_31,"কতান বলতেশে যে একটা এলাখা ছিল, আন্ন নদীর মধ্যে নোকানীয় ডুববেগ ইসলামকা, নোকোপ রামানে গেল লাখাই ব্রমান্দী ইসলাম, এবং জাগার মধ্যে একটা এলাখার থেকে কোয়েকজন অননসামাজের বাছাই তারা দেখাকেলে আমরা খাওয়া হয়ায় এমবালে আমরা বাড়়িপ করেপ"
rec_12_audio_32,"এটিই সবতেই আমার সরণীয় হয়ে ওংকলা-ইয়ে ব্যাগণায় যায়তে যে-এ ব্যাগণায় আমরা লাখায় যাওয়ার অধ সে আগারোর জন্দ্বধ নওয়া ইসলাম, তই জাগার মধ খয়তে আর জায়িদিন যেদিন ননখটা ডুব ছিল, তওঁমার এজএগার মধ এখতিসে, আমার পোন এখতা যেখতা যেখতা যেখতা য�"
rec_12_audio_33,নিউ ফোল সুটু ছিলেন তো এই গ্র্যান্ড হিস্টে এবেস্লাহ তাল্লাহে বাছায়ান চেনের তো এর প্রতিকা-শ্রেণীর করই লাখা ইয়ে এলাখার জায়ে মুখেন্তর যাওয়া হিত্যা সেনা।
rec_12_audio_4,"আনবাকি উপর ছিলাম সবাই গুমায়েক এসলো, দুই জন গাছেরেণের দুইটি আমফায়রিয়ে নিয়ে আসলাম, যে এটি লামকুরায় আনছে।এ একটা স্মৃতিয়ার।যে, যেতে খোয় এরপরে স্কুল কেমনে চলোয় ফ্রামিড স্যামীড করকরকর্য।"
rec_12_audio_5,গল্ফ হত্যান।
rec_12_audio_6,"এখন এখন কুজি, যে পাইনা, অনেক একটি হচ্ছিত, মেডামের অনুপ্রেরণই ফরারফোক্তি একটু মনোজক আসে, তারফরো এতটা বালো পড়াশোনা করিনা একটি।"
rec_12_audio_7,হাইস্কুলো এটি বা হাইস্কুলো উঠতে মূলামুলি মোটামুলি আট্ডাটে আট্ডা দেওয়া শুরু।।।আট্ডাটে আট্ডা বলতে হাইস্কুলো এটি প্রেন্ডালয়ের সাথে পরিযোজিত করেক্ষ ত্য্বলাপর্ত্ত্বেন ফত্যাক দিনি দেখা যাচছ্ট কর্য।
rec_12_audio_8,"যে, আমদের হবিগঞ্জের মধ্যে একটা জোস কর্যে, জোস কোর্টের মধে আমরা আবার স্টেডিয়াম আছে জ্বালাল স্টেডিয়ান্ত, ও এই জাগার মধ্যে গিয়ামরা আদ্যাদিতেমার কি সবাই একসাথে হয়ে আদ্যাদিতান্ত, হাইস্কুলে, উটারপোরিয়ামার টেয়ায়েয়েয়েওখ �"
rec_12_audio_9,"ঐতুহার কে? এখনা আটড় দেওয়া হয়না হাইস্কুলের জ্যালো প্রেন্ডারা ছিলে আয় দেশে নাই, সবাই বাহিরে নিয়েছে, এর জন্য হবিগঞ্জ গেলে পরে এখায়খা লাগে। একটি একলাদেশ্য থেকে কেকে করীনাই, টেমন প্রেন্ডারায় বলে, এখন ক্য্বযেক্য।"
rec_12_small_audio_0,অনেক ক্যাটা।
rec_13_audio_0,কীতার একিতাখরও স্ক্রিলোহূম আসল স্ক্রিলোহূম স্যোলে দিন খাল।
rec_13_audio_1,"কেলা চলতাচক বই বেতকেল। করা আড়ে ফরালেয়ার কীতা করা পরিকার মার্কটাক্য টিক্টাক ভাইনা, ফরালেয়ার টিক্টা মনোযোক্তি তাড়ি না, কেমনে কেথা করতা, পুস্তাছিনা আসলেন। ফরালেয়া করারও ইচ্ছাওনা বজিনা, কেললযেকাত্য ইচ্ছাওনা ইইরও ব�বজিনা।"
rec_13_audio_10,"মানে জীবনে এমন কুস্থা পাত নাই যে ওইসমত কোরসী না, ওইসমত আসালেওয়াল কালী কালী সিন্টা করে যে ওইসমত অনেক কোনো বাইলে ফিরতানন জাত আল্লাহ কি থাকি তাচে কোরসি জীবনে।"
rec_13_audio_11,"সুরকাল রাশিলীয় অনেক সুন্ধরেছেন অনেক মিশ্কুরি, যদি অসালেও সুরকালে সাঅন্ত সম্ভব না, কিন্তু অসালেও অনেক মিশ্কুরি এই থেকে মনো করা আমি সায়চ আমি ফিচারে কোচস্তা করণ যাবা এলাকার থেক্ষা কোচস্তা করণ যা।"
rec_13_audio_12,"উইটা আমির ট্রায়কর্ম, কারণ আমি বইঁ যে আমি সুরগালে মনোকর, আমারি যে এলাকা আমারি গ্রামের টামির সাথে আসলে আমার সবকিশ মিশ্বায় গেছে গাছ একা মনোয়ে, যা মনোয়ে, যা মারসিটিত যা মিতাহি, আমি উইয়য়ে, একদামা সবর পারিজাউন লাগেয়ীয়ে, মন্যামা কর্�"
rec_13_audio_13,"হোসান, শুর্বালার স্মৃতি হয়ে দ্বিতান? শুর্বালার সমাধিক করতে মনেকর ফুলামানের লিডার আসলামামী, এই কিতাকল ফুলামান্য শহেদে দেখাছেকে?"
rec_13_audio_14,আমি কৈছি এই আজকা-ইয়ানে-গেশ-এরা-ও ইয়ানে-এরা-রা-রিজেন-শ্র্লা-সুরি-করুম।ায়া তিয়ে আগেছে ফুলামান-কতা-জৈবামায় কয়েছি কা-দিহাই-ফর্সে।কতা-য়েছে হয়েছে ছোটো তাকতা-ফুলামান আমার কতা-মাননা চলত-ও আমি-আস্লাম মানকার চুরুফুফুলা আনেরম আমি-আমি-য�
rec_13_audio_15,"আমার কোতে চুলতো আঁকি, পুলন মাননা চুলত, আমি একটা ওয়ার্ডার দিলে হিরা মানার চেষ্টা করত, বা ড্যাগেসে যেকোনো নাংশ হতে কোনও সুরি দাঁটি বা উল্লাভালে কোন করা নেড়লে, আমি ড্যাগ দিসি-ডেস প্ললভানা হ্বান ঠটিক্য।"
rec_13_audio_16,প্রধান্ধে বিদেশ অল্টার্সিয়া নেক।
rec_13_audio_17,"আর মনোকর, আর মা মারে ফিত্তি আসলে মনোকর কুলায়তে ফরতো না, তা যেতে যে আমি ব্যাত আছে রাসলাম।দের ফীরতো ফিত্তি আবার দেখাছে কতানপরে আবার, এ ফিত্তসে একটা সুরি করসে এই টারলিগে ফিতেয়া কতানপর এগসে গাড়ে গাররে কাররে কারেখোকরেকাপেকাপেকা"
rec_13_audio_18,"এমন একটা বছ্য, বাবু সুরি মুরি চাত্র আছি তানের লেখক ফিরামু রাখা হয়েছি, এখাঁ বার খেলার লেখা ফিরামু রাখা হয়েছি, সরুতাকে খেলস্যে অনেক।"
rec_13_audio_19,"এমন, তাঁনে আশোলোক কোয়ালাপনি কামটম-ফালায় খেলা তোলা করতে আরখি।"
rec_13_audio_2,"আরা দিনি ফোন্টন দ্বায়া, মোবাইল ট্বয়েল দ্বায়া- এই একটা অবস্থা চলতেছেন। সন্নাসভিজি দিয়েলি।নাসন্না সন্নাসিনা মোবাইলা আশ্বলীকে ক্ষতিস্তে মোবাইলও বেশি-সম্মান্টা লিতেছেন। মোবাইলও আশ্বলেব বেশি-বেশি-বেশি ইন্টটায়ারও আরও আশ্য"
rec_13_audio_20,"আব্বহামের আগে সেতর জেজর সুদ্ধশ সালে। হন মানুকর, ফেমিলাতে আছে আম্মা আছে ফেরামের বোরো বাইয়ে আছে আর সুরু বৈন্যের মানুকর যানুযানোয়াটির দিচ্যার বিয়াদি ইসলাম।"
rec_13_audio_21,"হন্মানকর শুরু হিন্ত্রী-রামের ভাটি-রামের কাছেল, আমার বড়ো বাইরে হয়ে মাসখানার কাকে বিয়া করেছেন, বাড়ি তাবা বাভী হয়ে, বায়ি হওয়ে হনো ফরাসনা করেছেন, আমি ও ফরাসনা করতেছেই।"
