,External_ID,Contents
212,rec_11_audio_18.wav,গফঝঅয়ড়সঁঊঅউড়সঁুঅড়ঊaধয়নডদহaগউড়ঁগফঝফউড়ুalঊউঅআ॥ইউঅুড়ড়ঁগফঝফউফড়ড়সঁগঅহফউড়ইpদয়ফড়সঁঘalড়—ঊঃদছa‚ড়ঙয়নফহফlড়‚ড় উঊঅআড়উঅঝঅউঁদইঅায়য়নড়॥উঁaড়ঢফঁুজড়lফ‚অড়lফ‚অড় অঊ‚উঅড়হঅ‚দউড়গপফউড়গবঁড়হঅ‚দউগaপফউড়lফ‚অড়্উঝঅয়নফউড়ইঅlজগড়ঃফঊঅংঅই।ড়
213,rec_11_audio_23.wav,‚অউ উফড়আুঅlaয়নঅড়॥ইaয়নফড়॥ঊঅউড়ঊঅঊl‚জউড়ইঅlফড়ঊঅংনaড়‚অআaয়নঅাড়॥গব়lঅটউহaড়ylফঁড়ইয়অlহফড়ঃঅছফড় aুঅlaড়ylফঁড়॥অঙঅয়ড়ঁউহফড়॥উঁaড়ঁগফঝফউড়॥উাড়ড়ঊফথড়ঁয়নফঁুঅড়ঃদlখ‚aড়ঙঅহaগড়‚ঊফড়ইবlঅইুaড়ঙlড়ঘফঙঅয়অয়নঝফড়ঁগফঝফউ।ড়
214,rec_11_audio_21.wav,অlaড়সঁুজড় উফটউফড়ৈগaড়ইজঊঅআগ়ফঊড়ঁউফড়ইবঊঅআগহফড় উফড়াlফড়ড়ইlফ—‚অঃফড়য়ফড়॥ইউঅউফড়ঊৰঝঅআ‚ফড়ঃফড়য়ফড়‚অউড়ylফঁড়ylফঁড়ঊদয়অঃদ‚ঘঅইঙlফঁড়ড়য়অ‚ফড়ড়ylফড়ৈজঊড়ঊদয়ঃদড়॥হফড়‚অউঅড়ঊaটalদlড়রফড় lদঘa‚ড়॥হফড়ইয়নফঁঁalদ‚জড়॥ঃগফড়ইaড়াড়গঁদধঁফউঅড়ঘফঁদঃaড়য়ঊঅউড় উlফউড়ইpদয়ফউড়ঁবlড়ঁaহজড়ঁবlড় ৎদুlড়ঁaহড়lঅনড়ঁalদ‚জড়ঁবlড়্জlড়হঅউঅাড়lঘ।।ড়
215,rec_11_audio_22.wav,ঙজঘঅআড়ৈঅlফউড়ইpদয়ফড়্জগড়গঅপঅফড়উফঁহফlঁalদ‚জড়॥ঃগaঁফড়— lদঘaড়ঃlঅড়ঁইঅlফড়সআড়ুঅইউঅুফউড়টঝঅআড়‚অঃফড়ঃফাড়ylফঁড়ঊaঝপজlপড়la‚aড়ইঅlজধড়ঊদয়ঃদ‚ড়ইঅlজধসুঅ‚aঁড়ধফহফআড়lঅইফড়॥ইঅউড়ylফঁড়॥ইঅউড়ঁয়নফঁুঅড়্দউফlদংউফড়ায়নঅড়ইaঝফউড়ঘফৈঅআঃaড়‚ফড়ঘফৈড়ঙফঊঅুঅড়॥ঃগফড় উড়॥ঝঅয়নযউঅইঅlজধড়ঁalদ‚ড়॥ইউঅুফউড়ঊৰঝঅআ‚অহফঝফড়ঙদয়ঊয়অুঅড়ylফঁড়ঊঅঃদ ফথঅগড়সঁুঅড়ইঅlজধ।ড়
216,rec_11_audio_24.wav,য়ফড় অউড়্উইয়অlদঃদুঅড়াআড় দউঅঢইঅরদঝড়পগঅ‚ফড়ৈজঊড়ঊফথফসঁুঅyকথংকথড়lফায়নঅড়ঙয়নফহফড়lঅঁগফঝড়গঅআ্ুফড়॥ঃগফড়সঁুজড়ylদয়ড়উৈইদ অঊফড়ৈঅউড়ঃফনঅগইঅছ।ড়
217,rec_11_audio_20.wav,ঘজঝদরঅথঅঙযউঅ॥ইউঅউফড়— জঘফউড়ঘগফড়য়বপড়ঘফায়নঅউড়ঝlদয়ড়ঁaহজড়॥গঅঊঅগব়lঅড়ঁউহফড়াঘফউড়ঘগফউড়ঁaহজড়ৈঅউদয়ড়ঁইড়ঃইদ দউঁফড়॥ইউঅফড়ঝঅlঅআহফ‚ঁঘalসআড়টঅঊফড়॥ঃঅড়্উফঘaয়নঅড়ইঅlফড়॥ইaড়সগঅ উঁউঘঅড়ঃaঝফড়য়অউড়ড়ঃঅ‚দউগযপফউড়য়ফড়ঊউয়অআনঅড়হaগড়॥ইউঅড়ঁগফঝফড়টউটঅআনফড়ড়ড়ঁজ উফড়টউফৈঅগযড়ইজঊঅআড়ঘফৈ‚ড়॥হফ।ড়
218,rec_12_audio_8.wav,য়ফড়॥ইঅঘফউড়ঙঊaপরদঝফউড়ইpদয়ফড়সঁুঅড়য়ণঝড়ঁউয়ফড়য়বৌঝড়ঁবুফউড়ইpদয়ফড়॥ইউঅড়॥ঊঅউড়ঃদুফংaয়নঅড়ইহফড়ঝদঅগঅগড়ঃদুফংaয়নঅইড়‚oউa়অঁঅউড়ইpদয়ফড়পaয়নঅইড়উঅংঘঅঘa‚ফইঅউদঁaড়ঃঊঅআড়সঁঃঅছফড়ঙয়নফড়॥ংঊঅঘa‚ইদ‚ড়ঙঅআড়ঃদঁজগফড়াুউড়্বংaড়॥ইঅউড়হদউফlদংউঅউঅউড়ঃঅছফড়ঊaথয়নঅঁুঅড়ইaঃঅড়ঙয়নড়॥ংদয়অড়ঘফায়নঅড়ঙয়নফ।ড়
219,rec_12_audio_6.wav,ইঅl‚দ‚অউফড়সৈlাড়ৈঝaঘড়সড় অআlঅড়ylফঁড়ঁদধa‚ড়yকঃদছa‚ড়ইফংঅইফউড়ylজড় ফউlয়নযড়্উঅউ্‚aড়সঁুজড়ইlয়বঅঃফড়‚অউড়্উড়স‚বুঅড়ঊঅগড় ংনঅথবlঅড়ৈউaড়lফআড়সঁুaসহঅংনঅড়॥ুদঅুঅংঅয়নঁফইl।ড়
220,rec_12_audio_1.wav,ঘজধদুঅইa্অ‚ড়ইঅlজধফউড়পফহফড়॥ই্অউ‚অইড়ঝঅই্অউ‚অইসপঅগআড়ঁদoউঅনঅউড়ৈঅুড়গবয়নঅউড়ঁফঊalড়॥উড়ঊaধদুaউড়ঘallঅঃদগফ‚ড়থফধড় জুঊগড়laয়নঅড়ঘৰউঅঘজউযনড়ঙু‚অইঊথফধঁoউবড়্জুঊগড়ৈফগaয়নফুসুaড়‚জড়॥ইঝঅইড়্অউ‚ফছঃদঁজগড়—ঃুফউড়lফঙঅউড়॥পউফড়থজংদউড়ঊদয়গঅঁফউড়ঙয়অ়আড়y‚ড়ঃদঁজগড়আুুঅlঅড়ঃজউaড়ঙউ‚lদ‚ড়ঃবুজঁড়ছফঁফড়।ড়
221,rec_12_audio_10.wav,য়ফ‚জঃঅথুaড়॥আয়নঅ্বউঃaড়ঙlড়laঝঅইঘফউড়্ংনঅথবlঅুঅড়থফধড়ঁউaউaয়নঅড়‚অউড়্উঝঅআইবয়নঅউড়ঁaড়॥ইঅউঃalড়ংঅহফড়ঊঅঙaউফড়য়অায়নঅউড়ড়সৈlবড়থজঘদ‚ড়ঃইয়নফউড়y্য়নফঁদুঅ॥উড়ঁaহজৈউঅlহঅছফড়‚উড়ৈফগঅঘজগঅউড়ঁফউড়॥গগফনঙ।ড়
222,rec_12_audio_3.wav,বউঅআুফ অইঁদউঅআ‚ফড়aড়ঝঅপঅউড়yl‚ফড়পaয়নঅড়ঘফঁal॥ইঅউড়ৈঅগঅআড়lঅউড়ঊঅথঅড়াড়ঊঅংনaড়॥ইঅউড়ঃফউইদয়অlঊঅংaআড়ঝঅপঅউড়ইpদয়ফড়সুঅড়ইপঅড়হaগড়ব॥ই্ংফড়lঅড়ylফঁড়ঁধদুইlফঝড়য়অায়নঅউড়‚্অlড়ঘaগফ্বগড়উঅইড়্গফড়lঅ।ড়
223,rec_12_audio_5.wav,পগড়ঙয়নফহফl অআইফউড়ঃদঁজগগ‚ফড়ুঅউদইড়ঃদঁজগফড়ঃগফ‚ড়উনঅঃজlঅউড়্ব‚উaয়নঅড়‚বুঅড়ইঅগবগঅপঅড়হaগবlঅড়ড়সুঅইইদয়অংঅইড়হaগড়ইয়অংঅইফউড়ylফড়ইফংঁদগঅঃায়নঅlফড়য়ঙlড়ঊউদ‚য‚ড়্ুঅগফৈঅড়‚বুড়ঊঅগদগঅড়ছlব‚ড়সঁlঅlবংইগড়lফঁড়ইঅয়নঅড়ডউ‚ড়ঙalদঘবইফlঅই।ড়
224,rec_12_audio_0.wav,lজৈ‚উড়থজুজঊয়গঅঁফড়উৈজইঅঃaগঁফউড়ঙকঃগফনড়ঙঘঘalড়ৈঅগঃবুবড়ফগ‚ড়ছবুড়ঊঅগবড়হaগড়lঅঃঅউঅঘalড়pৰউঅঘউযড়ঁ‚অইড়ৈফগঅঘগঅড়‚দ‚অইড়yইফড়॥উড়উঅআড়ুফগaড়॥ইইঅউঅ‚ফউড়ইঅআফউড়ঙফআঁঅইড়্ংনঅথবlঅড়ৈউ‚অইlঅঃ জ।ড়
225,rec_12_audio_14.wav,alঅlথaয়নঅগড়ঃইঃদয়অড়হaগড়সঝlড়্ংনঅবlড়ঝlদয়ড়॥উড়ঁফগঅড়ঘaঁফড়ইজ ঁউalঅয়নসুঅড়্a়অ‚ইঅগবঃaগlঅড়ঃঅঃদুaড়॥ঃগঁড় ংনঅথবlঅড়ঁউ‚ফহaড়ঁফগঅঘজগঅড়ইঅঝফঊ‚ুঅড় অুদুঅআইয়নফড়পফহফlায়নঃঙঅঃদুদফউড়্জুঊগঁফড়উফগগফনড়ঁউঃঅঃদুদফউড়্জুঊগড়ঁফউaয়নঅউড়ঊগ‚ফড়ঃঅঃদুaয়নঅড়আথফাড়থ দছফঁফড়ঊaথa।ড়
226,rec_12_audio_2.wav,ঃp‚aড়থফআaড়ইঘজড়—ংফউড়॥টঅউফউঅড়পঅঝড়—উ‚অউউ‚ড়ঝঅ‚অউড়ৈবড়সঁুঅড়ঃ‚খ‚aড়ঙ‚উঁউaঃa‚ফশ‚ইড়সঁঘalaনড়ঃগঅইড়ড়ylফড়ylফঁড়ঊaধদুaড়জ্অlঅঙa‚ফহফ‚ড় দউয়অlদংঅউঅইaড়গঅপফড়ঃaঝফই॥ই।ড়
227,rec_12_audio_4.wav,॥ইউঅড়ঁaড়ৈঅউফঃaগঅইড়ঃঊঅআড়পজইয়নফপফঃদগবড়ড়ঘজআড়ঝlড়পঅহফlঙৰ‚ড়আুaড়॥ই্আউফউড়laয়নফড়॥ঃফlয়ফড়সুaড়গঅইড়ঁজউঅআয়নঅlহসআড়সঁুঅসহঅ‚ফড়ৈড়সউ্উফড়ঃদঁজগড়ঁদধফ lফড়়গগঅড়্দউঅআইফদংড়ঃদঁজগফউ।ড়
228,rec_12_audio_11.wav,ঁফগঅড়ঘজগঅঊগ‚ফআড়ুঅ‚দড়ঊগদয়অইaড়হবড়‚অঁ‚ফড়ছফঁফআড়ৈফগঅড়ঘজগগঅউড় দউ‚aড়সঁুজড়ঊঅগগঅপঅড়ৈঅঝড়ঁউ‚ড়ঃবুবউড়‚ফৈফঁড়্জুঊগড়ৈফগ‚অইড়॥ইঅউফড়য়ঙlড়্জুঊগড়ৈফগঅড়‚য়নগফৈঅউড়ইঘদয়ড়lফানo‚ড়lঅইaড়ঘয়ৈুফড়ৈঅুাড়হaগইড়ঃবুড়ঃaগইড়ড়॥ইঅউফড়সগঅৈঅউড়ইফড়ৈফগঅআড়laয়ননo‚ড়lঅড়ৈঅউৎঁফড়॥ইaড়ঃবুজড়॥ইড়্অু‚অlদlঅ।ড়
229,rec_12_audio_7.wav,ঙঅআঃদঁজগফউড়—‚দঅঊয়নঃদঁফlঅঙড়ঃদঁজগবউড়ুফঘদয়ইৰগঅইৰগফড়ylঙুইঁঅউংঅঅউদংঅড়ঘফায়নঅড়থজl॥ংংঅ‚অউড়ংঊগ‚ফড়ঙঅড়ঃদঁজগফড়আুaউড় দউফlদংফউঅউড়ঃঅছফড় উa়a‚ড়l‚ঊড় দউঅlদংঅউফlaয়নঅড়্‚দয়ফঁড়ঘalaড়ঘফৈঅঝঅন‚য়ফড়॥ইঅঘফউড়য়ফঝণঝড়ঁবু।ড়
230,rec_12_audio_12.wav,‚ইফড়ৈঅlদlঅড়ৈঅুaড়ঃজউৈফউড়॥‚বlঅআ‚ইড়ঝঅইঅংঅউড়lঅlaগঅ‚ড়ঙুঅ‚ড়সঁঘlড়ৈঅllঅড়ৈঅুaড়্oউaয়নঅড়ৈফগঅউড়ইpদয়ফড়—ুঃaড়ঊঅআয়নঅউউaড়ঁবফঃদুড়ঁoউফড়আড়ঁফগঅউড় দউছইড়ৈফগঅড়আুaয়নঅইaঘড়‚aলদপগড়উফlড়আঃগঅইড়সউ উড়ছফঁফড়॥ংঅইঅউফইঅlফয়নঅউঅড়ঃজুআঃa‚জড় নফহফড়॥ইঅউঅ্‚দয়ফlড়ঁদয়অগঅআla‚সউড়্উড়ছফঁফড়সউঁফআড়॥উড়ৈফগঅঘবগঅ।ড়
231,rec_12_audio_13.wav,ylজঘড়ংঅৈঅড়হংনaড়ড়ঙঊaায়নঅlদঝড়ঝফগঅউড়ইpদয়ফড়ৈফগ়ফড়ylজঘড়ঃ‚গুফইফ‚বড়ylজঘড়থ‚দুaইফৈফগঅউড়ঃইয়নড়ংঅৈঅড়॥উঅইঊঅংড়ঁদউaয়নঅড়়ঁদউইড়ংঅইlড়ঘজআঝlড়ংঅঁ অআঃaগঅইড়সৈlবড়থয়নফৈফগ‚অহফড়সঁুঅহফগফড়ৈফগ‚অহফড়॥উঅইaসউ উফড়॥উড়্ংনঅথবlঅউড়ঝlদয়।ড়
232,rec_12_audio_9.wav,শ‚বয়নঅউদaড়সৈlউড়॥ুদয়অড়ঘফায়নঅড়ঙয়নlঅড়ঙঅড়ঃদঁজগফড়ঝঅlবুড় দউফlদংঅউঅড়ঃaগয়নফউঅড়॥ংঘফথlঅনড়ঃনযড়ঊঅঙaউফড়সহঅপঅড়ঝlদইড়ঙঊalদঃড়পফগফড়্গফড়সৈঅয়নৈঅগঅপফড়ঁ‚উজড়সঁগঅঘফথ‚অঁড়ঁফঁa‚অায়নঅউবঝ॥ইaড়ঘফথঅড়ছফঁফড়ঁa‚অড়ৈউalড়নআুঅইlড় দউফlদংঅউঅয়নড়ঊগফড়‚ড়সৈlড়ঁবঃদ‚অ‚অড়ৈউঅlড়ইঅআ।ড়
233,rec_12_audio_31.wav,ঁ‚অlড়ঊগ‚ফঃaড়য়ফড়সঁুঅড়সগঅৈঅড়হaগড়॥lদয়lদlঘয‚ফড়lঘযউড়ইpদয়ফড়lণৈঅlaয়নঅড়ংজঁড়ঊদয়অপড়ঃগঅইঁঅড়lঁঊড়উইৎফড়পফয়অগঅৈঅয়আড়ঊদউইৎৎড়আঃগঅইড়ড়আঝঅপঅউড়ইpদয়ফড়সঁুঅড়সগঅৈঅড়‚ফঁফড়ঁয়নফঁড়ঝlদয়ড়ylড়ঃঅইঅঘফউঊঅঃঅআঃফড়ঊঅঃঅআয়নঅড়‚অউঅড়ঊফৈঅপফগঅইংঅউড়ৈঅয়নঅড়আঃফড়ৈঅায়নঅlউইঅlফড়সঁঊঅla॥অইংঅউড়ঊঅংনaড়yঊঘaড়ঘaয়নঅড়পফহফ।ড়
234,rec_12_audio_21.wav,ড়ঁফগঅঘজগঅউড় দউঅপউaুaড়ঘaয়নঅউড়আুঅড়্দউঅইaগযড়াড়ঝঅlফlঅড়ৈফগঅপজগঅড় অআউaুaড়ঘফয়নঅড়ঁa‚অড়laয়ন্aউঅঃa॥উড়থঁদ‚aপঅঊউাড়ঃদঁফইড়ঝঅুoগড়ঊঅউঃaুaগঅআ aয়নফড় দউফয়lড়থaগটঅউদঃaুaগঅ যড়॥ঃগফড় দউদয়lদংlঅড়ঝদঊঅউঅআড়হaগড়ঃঊঅড়ঃঅউদ‚্উফউড়ঝlদয়ড়ইঅঝফউইpদয়ফড়ylফঁড়ংa দউফঃদুড়ঁঅঝড়ঁউফ।ড়
235,rec_12_audio_32.wav,সুaআড়ঃ দ‚ফফড়ঁফইlফড়॥ইঅউড়ঃউৎযয়নড়ঙনড়ঊদয়অংlঅনড়ঝঅয়নছফড়ড়ঊফপজlয়নঅইউঅড়গঅৈঅউaড়ছফঁফড়ড়ঃউaন॥ইউঅটঅইআড়ছফঁফড়গঅৈঅয়নড়য়অায়নঅউড়yঘদঘউদথয়যড়সঁঅউবঝlপদউlদৎড়আঃগইড়‚oঝঅঁঅউড়ইদয়ড়ৈদধয়ন‚ড়ঃঅ ড়ছফঁফড়॥উদঝlড়ইঅউঅঝঅয়নa‚।আঘalড়য়ফড়ঘalদlণৈুঅড়ংজঁঃaগ‚বড়॥ইঅউaড়ঝঅপঅউlবড়ঘফাইঅউবড়ylবঁদধ‚ড়ঃফড়॥ইঅউড়্বগইফঁুঅ।ড়
236,rec_12_audio_28.wav,ড়সগঅঁঅড়সৈlবড়lজঃদঁজউড়॥ইফড়ঁয়নফঁঘalড়ঘউফড়ঃallউদ‚অঃaড়সগৈঅ‚ড়য়অয়নইজপaয়নঅড়ylফঁড়হবুড়‚অঁ ফঝaয়নঅঝঅপঅড়ঝঅড়ঝঅপফউড়ইpদয়ফড়ড়সগঅৈঅউড়ঝফড়ঝঅপঅড়ঝফঙড়ঝঅপফড়পয়ফঃগঅড়ইaঝঅপফড়ঃঊয়অপঅড়পফড়সঁুড়পুফড়ঘফৈlড়ylফঁঘalদঘফউফড়য়অায়নঅড়ঙয়নlঅড়সগঅৈঅুঅড়॥ইঅঘফউড় দউঅয়নফৈlড়থঙউউআড়ঊগড়ছফফগফড়ঙয়নফড়পফহফড়ylথঙউফউড়ৈঅহঅআa‚ড়lঘaড়ুঅন।ড়
237,rec_12_audio_16.wav,সঘalপফহaড়ইঅুফউড়ইpফড়॥ইaয়নঅড়lউদইঅগযড়পফঃফফড়ঊঅঃঅআড়ঊaঃa‚ড়॥ইaড়ঘoউফlড়আঃগঅইঅইaড়ুফঁ‚অইlঅড়ঁঅউৎড়laঝঅউড়ইদয়ফড়ঃঊঅআড়ঃalaয়নউড়হaগড়॥ইaড়হaগড়ইঅlয়lফl॥ইaইঅইaড়ঘoউফlড়আঃগঅইড়ঝঅইaড়॥ইঅউথঅউঅুঅড়ঘaয়নফআড়ঊঅহঅফউড়ইpদয়ফড়য়ঘঘaউড়ুaঁফআুঅগগঅটড়ুঅগফ।ড়
238,rec_12_small_audio_0.wav,ylফঁড়ঁফুঅঁৈ়়অড়ুবয়নফহaগড়
239,rec_12_audio_29.wav,সঁুঁaড়ঙয়নফহফ॥়অআড়॥অঘউড়ইঅlঅয়নড়্বউঅড়ঙঊaপরঝগজয়নফড়ৈড়য়ফউঙঊaপlদড়ঝদয়অগঅগaয়নঅঁফউঙইড়ড়lঅপরদঝড়সঝaড়॥lজধদঁaউড়উৈইড়ৈঊaাlদংড়ঝফগঅড়laয়নঅড়ৈঊaড়ইরদঝফউড়ইঅlজধlফঁড়ঊঅগ।ড়
240,rec_12_audio_19.wav,শড়সঁসহঅঘঅlঅঃaুফউড়গফটগaনৈড়টঅউঃaুaড়গঅআ্ড়্আুঅঁদুঅইবগড়— ঊঅয়নপফড়॥পফঁaড়উৈইড়ইlবপউড়হaগফড়য়অড়ঊঅউড়ঃa‚aদগঅটঁফড় ঃlুaড়গঅআড়্অগaয়নঅ‚ইড়ylয়নফউড়ঃaগউড়ঃটঅআাগ‚ড়য়ফড়ংঅগড়্ফlদlঅঁযড়yঊঅঊa‚ড়pঅউ।ড়
241,rec_12_audio_17.wav,‚অউ উড়ঊঅ়অউইজঘফউড়ুaঁঅড়ঝদয়অগঅইড়ঃঊঅআড়ইঅlফড়সয়নঅউড়্অউদ‚aঁঅড়ঃঊঅআড়ঃalগড়ংa অদুইফlদফউড়ylফঁড়ঃalaয়নউড়উফৈlবড়॥হফড়ঝঅইaড়ঃalফlঅয়নঅউড়‚অউঅইঅউফঃalফড়ঁফগঅউড়ইঅpদয়ইফঁদ‚ড়ংঅৈঅড়পaয়নফড়ৈফগ়যড়ঃঅঃদু্জুঊগড়ুaড়ইফlজয়নফড়আড়ঝঅপঅউড়ইpয়উড়ঃউদঊব়দ়ড়পবগড়ঃদঁবউঅউড়ঃaগইঅইaড়ylঘফদছউঅধদুদউফউড়ইpদয়ফ।ড়
242,rec_12_audio_24.wav,উaউঅড় দউফথঅlড়laয়নঅড় উযঁদধঅউড়ঙগফপফঅড়ঊজগদঅড়য়বফড়ঝঅআড়গaৈফড়ঘফlড়াড়য়অঁুঅয়নঊঅংনaড়য়ফড়সঁুঅড়ইঅউদঁুফঊঅগaঝড়ঃদুউফlদুড়ঙaঃঅঊফড়সৈlবড়॥ঃaড়॥lুবসহঅঘঅড়‚উঅড়পদউঅইড়সউঅৈঅগবনঅৈধজঃদছৈ।ড়
243,rec_12_audio_23.wav,উরঝফড়ঘঅানঅইঅউড়ঊদয়অ়lপl‚অড়yঊথদয়ড়ঝঅন‚অইlঅড়ঁঅউৎড়ইঅlজধঃঅউদছঁউঅড়ইaউদয়‚দঝlফড়টঅউঃaুaদগফৈফড়ঁবlবড়ঁদউফlথa ড়য়নlঅউঅড়ঃদুaগঅড়ঁউaুফনঅউড়ঁফড়য়ফড় ংনঅথবlড়ঊগড়হaগঁদধযয়নড় ংনঅথবlঅড়lঅআড়সঁড়ঊaপlুঅড় উগঅড়্উঙaঝযঊঘড়ঁalদ‚জড়laয়নইa‚ড়‚ঁদধফড়্ংউalঅড় উযঁদরঅউড়॥পফউফড়উঅ‚ফআড়্ংয।ড়
244,rec_12_audio_33.wav,la—্lড়ঃaগড়হবুঃaগঅই‚ড়সঁপlঅইঅধদুড়সয়নফঃগঅইড় অlগঅয়নড় অহঅআয়নঅlদ়ফloুফ‚সউড়্উদ‚ঁঅহalড়ুঅৈউaড়গঅৈঅআআয়নফড়সগঅৈঅুঅড়য়ফড়ইৈalদ‚ড়য়অায়নঅড়ঙa‚ফহবlঅড়‚গগঅঅউড়সগঅৈঅড়॥‚অ্aগড়॥উাড়ঁয়নফঁুঅড়সগঅৈঅহফড় দউঅৎযয়নঅ়ড়lঅইaঁড়ঝদয়অগঅইড়ylফঁড়সগঅৈঅউড়ইঘaয়নঅইaংaনড়॥ঃগঅইড়ylফঁড়ঊঅগইঅlজধ।ড়
245,rec_12_audio_30.wav,॥ দউঅয়নইড়ঙlফঊঅগবড়ঊগ‚ফড়॥ইউঅউড়ঊঅগবড়ৈঅউঅ্ফউড়ইpদয়ফড়ঁalদ‚জড়ঃ দ‚ফঁফড়টঅগবনড়॥ইঅঘফউড়ৈঊপরদঝউড়ইঅlজড়ঃইঅয়নaঁসঁুঅড়ঁaহজড়ইঅlজধফউড়ঁদধ‚aড়ঁউ‚ফাঅড়ঃlঅ‚সুaড়॥উঁফড়॥উড়ঙঊaড়yরদঝউড়ylফঁপজগবড়ঘউদথlযয়নড়ঃদ‚অlড়॥ঃফড়য়ফaড়ঝঅপঅউড়ইpদয়ফড়পফগফ্ংনফড়সঁঊঅউ॥ইঅঢড়ইlজ্ঃফগড়গঅৈঅআড়সঁুঅড়সগঅঁঅউ।ড়
246,rec_12_audio_20.wav,ইঅlফড়ইফয়নফড়পঅগড়্ফlদংo‚lটঅউদঃaুaড়‚oুড়ঝঅগ যlড়্ায়নঅড়য়যঊড়ঁlফড়laগদগফথlড়ঁউঅগযউাড়্ংনঅথবlঅড়lঅআড়ঁজlজড়্ংনঅথবlঅlঅনড়সৈlড়ঘফৈঅড়য়অয়নড়‚অয়ফড় ংনঅথবlঅউড়ঝlদয়ড়ঁবlড়ঘaঁড়ঘফয়নউড়‚অঁঅড়আ‚ফটঅউড় অহalঅসৈগফাড়yঁদঁয়নফঁুঅড়ৈবদড়ঃফৈদয়অগঅড়ঘবগঅউড়গফপফড়ঙয়নফঁুঅড়ৈউদঃফড়ংদউব ঁঅয়নফড়ঊoথফড়॥হফ।ড়
247,rec_12_audio_22.wav,ড়ylফঁড়ঃalaয়নউড়্অআঃaড়ঊঅগড়ৈড়সঁঝlড়ঃalaয়নউ্অআঃaড়ঁফlড়‚অঘফউড়ঃঅছফড়॥ঃগফড়ঁঊoথঅড়ৈ‚অঊগ‚ফাড়ঊঅগড়গঅপফসয়ফড়ঊঅয়নঅঘঅড়॥ইঅউড়ুঅইড়ুফঃদুড়ঁঅগঁফড়‚অউ উড়সঁঝlড়ঃalaয়নউড়টঅয়নড়॥ইঅউইঅগছঅঃফড়॥আঊঅআউযটফlফঁফড়॥ইঅউড়সঁুঅড়ঁুaথড়ঃaগঅইaুaথlড়ঁয়ফlঃগঁদফউaয়নঅড়ঃaড়ঊঅআড়ঃঅছফড়ঘফৈঅা।ড়
248,rec_12_audio_15.wav,ড়ঁজঝৈবয়বৈউড়ঃaঝফউড়্জুঊগড়ৈফগঅড়ঁজরদঝফঁঅউড়ইpয়ড়ঁaটঅঊফড়ঃউঅঃদুদউফউড়ইpদয়ফড় জুঊগড়ৈফগ‚ফড়্উদই‚ঃalয়নউড়ঘফউড়ৈঅঃড়ছফঁফড়ঃজইড়হaগইড়য়ফড়ঃউঅঃদুদউফউড়lঅঁফড়ঃঅঃদু্জুঊগড়ুaড়ইঅঃফড়য়ফড়ঊঅঃঅআড়ঙঊফড়ঊঅহঅয়নফউড়ইpয়ড়॥ইa‚ড়ায়নঅlবয়ড়নlফড়ঁফ—ংনফড়ঃalদ‚অইlঅড়য়অlদ‚অlদlঅ‚ড়য়ফড়ঘalড়ঊঅঃঅআড়ঙআঃগ।ড়
249,rec_12_audio_26.wav,‚ড়॥ইউনঅ‚ঁধয়নড়lঘযউড়্অথফড়সআড়॥ইঅঘফউড়সগঅৈঅুঅ‚ড়ঘফৈঅপফহগড়ylফঁড়ঘaঁফড়ঊগ‚ফহফড়য়ফড়্অlaঅআঁaঙঁয়নড়য়অইঅউদয়ফড়্অlaুঅড়ংজঊঅআlaঊড়ঊlদয়ড়ঙoঊড়ইঅুড়ঊঅআলদয়নঅড়য়ফঊড়॥ইঅঘফউড়সগঅৈঅুঅড়ংজঊঅlaঊ‚ড়আঘalড়ঃঅউঅড়উঅয়নড়‚অইউঅয়অlঅড়সগঅৈঅউড়ঃঊড়ইঅlজধফউঅ।ড়
250,rec_12_audio_27.wav,‚lফড়ইaগঅড়ঊঅুুঅউফড়ঁফৈবউঃaয়নঅউঁaড়ইঅুaড়আুaড়ংয়অঊঊঃদ‚ড়ঃদ‚অংaড়॥ইউঅড়উঁদধঅড়yউদছa‚।ড়সআড়ঝঅপঅউড়ইpদয়ফড়সগঅৈঅঊগ‚ফড়সগফৈঅউড়ইঅlজধপজগবড়ylফঁঁaড়ঊঅগবড়হaগড়সৈlাড়ঊঅগবড়াড়ইঅঝঅইpদয়ফড়ঊবগalফড়ৈঅউঅঊড়ঊবগaড়lঅড়ইফগঅৈঅউড়ইঅlজধড়টঅগআড়ঁalদ‚জড়ইঅঝঅইpদয়জউঁড়‚অঁফড়সআড়উৈlড়
251,rec_12_audio_25.wav,পদউঅইড়সগঅৈঅ—গ‚ফড়॥ইউঅড়পদউঅইড়ুoগড়থঙউুফlড়ঊaঁঅউঁফড়থঙউফউড়্অথaড়ঁয়নlঘযড়থজpজড়ইpদয়ফড়॥গঅঘঅড়ঁউফড়ঊaঃফয়ফড়পদউঅইঅউড়সগঅঁঅ‚ড়সুঅাগ‚ফউড়থঙউঁড়— ঝঅঝঅয়নড়ঁalদ‚জড়ঘজআনফড়য়অউঅড়॥ঢঅউবঃঅগফড়ঁঊaড়সঁুঅড়ঊয়নঅlয়ঁদধফঁুঅড়ঃইoঃযগড়॥ইঅঘফঁড়পদউঅইফউড়ঝlদয়ড়ৈঅউৎড়ঁয়নlঘযউড়্অlaড়ylফঁড়ঊঅআউফউড়ফঃগ।ড়
